Fecha,VCP,Fondo,Moneda,Categoria,Riesgo,Horizonte,Liquidacion
2026-06-30 00:00:00,"1,09263",GLOBAL,Dólar,Renta Variable,Audaz,Largo plazo,t+2
2026-06-30 00:00:00,"117,52108",Inflation linked,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-30 00:00:00,"1,06903",Latam,Dólar,Renta Fija USD,Moderado,Mediano plazo,t+1
2026-06-30 00:00:00,"1,19464",Latam (SIN Arg),Dólar,Renta Fija USD,Moderado,Mediano plazo,t+2
2026-06-30 00:00:00,"2,03952",Lecaps,Pesos,Renta Fija Pesos,Conservador,Corto plazo,t+0
2026-06-30 00:00:00,"1,05036",Mercado libre FCICC,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-30 00:00:00,"12,56745",Money Market,Pesos,Money Market,Conservador,Corto plazo,t+0
2026-06-30 00:00:00,"9,72456",ONs,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-30 00:00:00,"40,87600",Opportunity,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-30 00:00:00,"734,43919",Renta Mixta,Pesos,Renta Mixta,Audaz,Largo plazo,t+1
2026-06-30 00:00:00,"1,50945",Soberano,Dólar,Renta Fija USD,Audaz,Largo plazo,t+1
2026-06-30 00:00:00,"1,68141",Soja,Pesos,Renta Variable,Audaz,Largo plazo,t+1
2026-06-29 00:00:00,"162,43166",Acciones,Pesos,Renta Variable,Audaz,Largo plazo,t+1
2026-06-29 00:00:00,"236,72919",Ahorro corto plazo,Pesos,Renta Fija Pesos,Conservador,Corto plazo,t+1
2026-06-29 00:00:00,"71,58449",Balanz Capital Pymes,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-29 00:00:00,"1,36204",Balanz Crecimiento,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-29 00:00:00,"1,40588",Balanz Crédito Privado,Pesos,Renta Fija Pesos,Moderado,Corto plazo,t+1
2026-06-29 00:00:00,"2,36140",Balanz Desarrollo FCI,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-29 00:00:00,"1,16739",Balanz Estrategia II USD,Dólar,Dedicados,Moderado,Mediano plazo,t+1
2026-06-29 00:00:00,"1,05407",Balanz Estrategia IV USD,Dólar,Dedicados,Conservador,Corto plazo,t+1
2026-06-29 00:00:00,"165,77663",Balanz Excalibur Regisseur,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-29 00:00:00,"20,55553",Balanz Infraestructura FCI,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-29 00:00:00,"2,17446",Balanz Long Pesos,Pesos,Renta Fija Pesos,Audaz,Largo plazo,t+1
2026-06-29 00:00:00,"1,02525",Balanz Money Market USD,Dólar,Money Market,Conservador,Corto plazo,t+0
2026-06-29 00:00:00,"14,19140",Balanz Performance I,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-29 00:00:00,"5,67105",Balanz Performance V,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-29 00:00:00,"6,42918",Balanz Performance XI,Pesos,Dedicados,Audaz,Largo plazo,t+1
2026-06-29 00:00:00,"1,00737",Balanz Performance XII,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-29 00:00:00,"1,54240",Balanz Performance XIII,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-29 00:00:00,"1,01192",Balanz Renta Fija Global,Dólar,Renta Fija Pesos,Conservador,Mediano plazo,t+2
2026-06-29 00:00:00,"54,15072",Balanz Rta Fija Estrategica,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-29 00:00:00,"1,41544",Corporativo,Dólar,Renta Fija USD,Moderado,Mediano plazo,t+1
2026-06-29 00:00:00,"1,16199",Dolar Corto Plazo,Dólar,Renta Fija USD,Conservador,Corto plazo,t+1
2026-06-29 00:00:00,"235,29290",Dolar Linked,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-29 00:00:00,"17,10961",Equity Selection,Pesos,Renta Variable,Audaz,Largo plazo,t+1
2026-06-29 00:00:00,"1,07422",Estrategia V,Dólar,Dedicados,Moderado,Mediano plazo,t+1
2026-06-29 00:00:00,"0,99736",Estrategia VI,Dólar,Dedicados,Moderado,Mediano plazo,t+1
2026-06-29 00:00:00,"1,08524",GLOBAL,Dólar,Renta Variable,Audaz,Largo plazo,t+2
2026-06-29 00:00:00,"117,52423",Inflation linked,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-29 00:00:00,"1,07020",Latam,Dólar,Renta Fija USD,Moderado,Mediano plazo,t+1
2026-06-29 00:00:00,"1,19479",Latam (SIN Arg),Dólar,Renta Fija USD,Moderado,Mediano plazo,t+2
2026-06-29 00:00:00,"2,03662",Lecaps,Pesos,Renta Fija Pesos,Conservador,Corto plazo,t+0
2026-06-29 00:00:00,"1,04962",Mercado libre FCICC,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-29 00:00:00,"12,56131",Money Market,Pesos,Money Market,Conservador,Corto plazo,t+0
2026-06-29 00:00:00,"9,74715",ONs,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-29 00:00:00,"40,83190",Opportunity,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-29 00:00:00,"733,39347",Renta Mixta,Pesos,Renta Mixta,Audaz,Largo plazo,t+1
2026-06-29 00:00:00,"1,51191",Soberano,Dólar,Renta Fija USD,Audaz,Largo plazo,t+1
2026-06-29 00:00:00,"1,67667",Soja,Pesos,Renta Variable,Audaz,Largo plazo,t+1
2026-06-26 00:00:00,"159,80414",Acciones,Pesos,Renta Variable,Audaz,Largo plazo,t+1
2026-06-26 00:00:00,"236,07135",Ahorro corto plazo,Pesos,Renta Fija Pesos,Conservador,Corto plazo,t+1
2026-06-26 00:00:00,"71,43715",Balanz Capital Pymes,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-26 00:00:00,"1,35948",Balanz Crecimiento,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-26 00:00:00,"1,40342",Balanz Crédito Privado,Pesos,Renta Fija Pesos,Moderado,Corto plazo,t+1
2026-06-26 00:00:00,"2,35516",Balanz Desarrollo FCI,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-26 00:00:00,"1,16752",Balanz Estrategia II USD,Dólar,Dedicados,Moderado,Mediano plazo,t+1
2026-06-26 00:00:00,"1,05363",Balanz Estrategia IV USD,Dólar,Dedicados,Conservador,Corto plazo,t+1
2026-06-26 00:00:00,"165,35451",Balanz Excalibur Regisseur,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-26 00:00:00,"20,54405",Balanz Infraestructura FCI,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-26 00:00:00,"2,16159",Balanz Long Pesos,Pesos,Renta Fija Pesos,Audaz,Largo plazo,t+1
2026-06-26 00:00:00,"1,02518",Balanz Money Market USD,Dólar,Money Market,Conservador,Corto plazo,t+0
2026-06-26 00:00:00,"14,15053",Balanz Performance I,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-26 00:00:00,"5,63585",Balanz Performance V,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-26 00:00:00,"6,40315",Balanz Performance XI,Pesos,Dedicados,Audaz,Largo plazo,t+1
2026-06-26 00:00:00,"1,00549",Balanz Performance XII,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-26 00:00:00,"1,53962",Balanz Performance XIII,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-26 00:00:00,"1,01245",Balanz Renta Fija Global,Dólar,Renta Fija Pesos,Conservador,Mediano plazo,t+2
2026-06-26 00:00:00,"53,90949",Balanz Rta Fija Estrategica,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-26 00:00:00,"1,41525",Corporativo,Dólar,Renta Fija USD,Moderado,Mediano plazo,t+1
2026-06-26 00:00:00,"1,16109",Dolar Corto Plazo,Dólar,Renta Fija USD,Conservador,Corto plazo,t+1
2026-06-26 00:00:00,"234,99269",Dolar Linked,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-26 00:00:00,"16,81535",Equity Selection,Pesos,Renta Variable,Audaz,Largo plazo,t+1
2026-06-26 00:00:00,"1,07328",Estrategia V,Dólar,Dedicados,Moderado,Mediano plazo,t+1
2026-06-26 00:00:00,"0,99737",Estrategia VI,Dólar,Dedicados,Moderado,Mediano plazo,t+1
2026-06-26 00:00:00,"1,06931",GLOBAL,Dólar,Renta Variable,Audaz,Largo plazo,t+2
2026-06-26 00:00:00,"117,13165",Inflation linked,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-26 00:00:00,"1,07049",Latam,Dólar,Renta Fija USD,Moderado,Mediano plazo,t+1
2026-06-26 00:00:00,"1,19443",Latam (SIN Arg),Dólar,Renta Fija USD,Moderado,Mediano plazo,t+2
2026-06-26 00:00:00,"2,03101",Lecaps,Pesos,Renta Fija Pesos,Conservador,Corto plazo,t+0
2026-06-26 00:00:00,"1,04730",Mercado libre FCICC,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-26 00:00:00,"12,54239",Money Market,Pesos,Money Market,Conservador,Corto plazo,t+0
2026-06-26 00:00:00,"9,71913",ONs,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-26 00:00:00,"40,61916",Opportunity,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-26 00:00:00,"728,15812",Renta Mixta,Pesos,Renta Mixta,Audaz,Largo plazo,t+1
2026-06-26 00:00:00,"1,50904",Soberano,Dólar,Renta Fija USD,Audaz,Largo plazo,t+1
2026-06-26 00:00:00,"1,68112",Soja,Pesos,Renta Variable,Audaz,Largo plazo,t+1
2026-06-25 00:00:00,"158,52326",Acciones,Pesos,Renta Variable,Audaz,Largo plazo,t+1
2026-06-25 00:00:00,"235,76872",Ahorro corto plazo,Pesos,Renta Fija Pesos,Conservador,Corto plazo,t+1
2026-06-25 00:00:00,"71,37900",Balanz Capital Pymes,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-25 00:00:00,"1,35723",Balanz Crecimiento,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-25 00:00:00,"1,40200",Balanz Crédito Privado,Pesos,Renta Fija Pesos,Moderado,Corto plazo,t+1
2026-06-25 00:00:00,"2,34784",Balanz Desarrollo FCI,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-25 00:00:00,"1,16706",Balanz Estrategia II USD,Dólar,Dedicados,Moderado,Mediano plazo,t+1
2026-06-25 00:00:00,"1,05330",Balanz Estrategia IV USD,Dólar,Dedicados,Conservador,Corto plazo,t+1
2026-06-25 00:00:00,"165,10420",Balanz Excalibur Regisseur,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-25 00:00:00,"20,50285",Balanz Infraestructura FCI,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-25 00:00:00,"2,15984",Balanz Long Pesos,Pesos,Renta Fija Pesos,Audaz,Largo plazo,t+1
2026-06-25 00:00:00,"1,02515",Balanz Money Market USD,Dólar,Money Market,Conservador,Corto plazo,t+0
2026-06-25 00:00:00,"14,16451",Balanz Performance I,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-25 00:00:00,"5,62822",Balanz Performance V,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-25 00:00:00,"6,38415",Balanz Performance XI,Pesos,Dedicados,Audaz,Largo plazo,t+1
2026-06-25 00:00:00,"1,00465",Balanz Performance XII,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-25 00:00:00,"1,53877",Balanz Performance XIII,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-25 00:00:00,"1,01233",Balanz Renta Fija Global,Dólar,Renta Fija Pesos,Conservador,Mediano plazo,t+2
2026-06-25 00:00:00,"53,87085",Balanz Rta Fija Estrategica,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-25 00:00:00,"1,41442",Corporativo,Dólar,Renta Fija USD,Moderado,Mediano plazo,t+1
2026-06-25 00:00:00,"1,16146",Dolar Corto Plazo,Dólar,Renta Fija USD,Conservador,Corto plazo,t+1
2026-06-25 00:00:00,"234,78526",Dolar Linked,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-25 00:00:00,"16,68893",Equity Selection,Pesos,Renta Variable,Audaz,Largo plazo,t+1
2026-06-25 00:00:00,"1,07245",Estrategia V,Dólar,Dedicados,Moderado,Mediano plazo,t+1
2026-06-25 00:00:00,"0,99759",Estrategia VI,Dólar,Dedicados,Moderado,Mediano plazo,t+1
2026-06-25 00:00:00,"1,07595",GLOBAL,Dólar,Renta Variable,Audaz,Largo plazo,t+2
2026-06-25 00:00:00,"117,02432",Inflation linked,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-25 00:00:00,"1,07003",Latam,Dólar,Renta Fija USD,Moderado,Mediano plazo,t+1
2026-06-25 00:00:00,"1,19403",Latam (SIN Arg),Dólar,Renta Fija USD,Moderado,Mediano plazo,t+2
2026-06-25 00:00:00,"2,02992",Lecaps,Pesos,Renta Fija Pesos,Conservador,Corto plazo,t+0
2026-06-25 00:00:00,"1,04663",Mercado libre FCICC,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-25 00:00:00,"12,53620",Money Market,Pesos,Money Market,Conservador,Corto plazo,t+0
2026-06-25 00:00:00,"9,72061",ONs,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-25 00:00:00,"40,61014",Opportunity,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-25 00:00:00,"727,18594",Renta Mixta,Pesos,Renta Mixta,Audaz,Largo plazo,t+1
2026-06-25 00:00:00,"1,50789",Soberano,Dólar,Renta Fija USD,Audaz,Largo plazo,t+1
2026-06-25 00:00:00,"1,69214",Soja,Pesos,Renta Variable,Audaz,Largo plazo,t+1
2026-06-24 00:00:00,"159,23087",Acciones,Pesos,Renta Variable,Audaz,Largo plazo,t+1
2026-06-24 00:00:00,"235,81232",Ahorro corto plazo,Pesos,Renta Fija Pesos,Conservador,Corto plazo,t+1
2026-06-24 00:00:00,"71,36196",Balanz Capital Pymes,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-24 00:00:00,"1,36393",Balanz Crecimiento,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-24 00:00:00,"1,40113",Balanz Crédito Privado,Pesos,Renta Fija Pesos,Moderado,Corto plazo,t+1
2026-06-24 00:00:00,"2,36262",Balanz Desarrollo FCI,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-24 00:00:00,"1,16742",Balanz Estrategia II USD,Dólar,Dedicados,Moderado,Mediano plazo,t+1
2026-06-24 00:00:00,"1,05330",Balanz Estrategia IV USD,Dólar,Dedicados,Conservador,Corto plazo,t+1
2026-06-24 00:00:00,"165,10097",Balanz Excalibur Regisseur,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-24 00:00:00,"20,50490",Balanz Infraestructura FCI,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-24 00:00:00,"2,16691",Balanz Long Pesos,Pesos,Renta Fija Pesos,Audaz,Largo plazo,t+1
2026-06-24 00:00:00,"1,02513",Balanz Money Market USD,Dólar,Money Market,Conservador,Corto plazo,t+0
2026-06-24 00:00:00,"14,17530",Balanz Performance I,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-24 00:00:00,"5,62387",Balanz Performance V,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-24 00:00:00,"1,00365",Balanz Performance XII,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-24 00:00:00,"1,53902",Balanz Performance XIII,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-24 00:00:00,"1,01324",Balanz Renta Fija Global,Dólar,Renta Fija Pesos,Conservador,Mediano plazo,t+2
2026-06-24 00:00:00,"53,96193",Balanz Rta Fija Estrategica,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-24 00:00:00,"1,41490",Corporativo,Dólar,Renta Fija USD,Moderado,Mediano plazo,t+1
2026-06-24 00:00:00,"1,16232",Dolar Corto Plazo,Dólar,Renta Fija USD,Conservador,Corto plazo,t+1
2026-06-24 00:00:00,"235,46914",Dolar Linked,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-24 00:00:00,"16,70827",Equity Selection,Pesos,Renta Variable,Audaz,Largo plazo,t+1
2026-06-24 00:00:00,"1,07210",Estrategia V,Dólar,Dedicados,Moderado,Mediano plazo,t+1
2026-06-24 00:00:00,"0,99782",Estrategia VI,Dólar,Dedicados,Moderado,Mediano plazo,t+1
2026-06-24 00:00:00,"1,07498",GLOBAL,Dólar,Renta Variable,Audaz,Largo plazo,t+2
2026-06-24 00:00:00,"117,13598",Inflation linked,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-24 00:00:00,"1,06875",Latam,Dólar,Renta Fija USD,Moderado,Mediano plazo,t+1
2026-06-24 00:00:00,"1,19399",Latam (SIN Arg),Dólar,Renta Fija USD,Moderado,Mediano plazo,t+2
2026-06-24 00:00:00,"2,02955",Lecaps,Pesos,Renta Fija Pesos,Conservador,Corto plazo,t+0
2026-06-24 00:00:00,"1,04588",Mercado libre FCICC,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-24 00:00:00,"12,52998",Money Market,Pesos,Money Market,Conservador,Corto plazo,t+0
2026-06-24 00:00:00,"9,70587",ONs,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-24 00:00:00,"40,63098",Opportunity,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-24 00:00:00,"728,28512",Renta Mixta,Pesos,Renta Mixta,Audaz,Largo plazo,t+1
2026-06-24 00:00:00,"1,50559",Soberano,Dólar,Renta Fija USD,Audaz,Largo plazo,t+1
2026-06-24 00:00:00,"1,67963",Soja,Pesos,Renta Variable,Audaz,Largo plazo,t+1
2026-06-23 00:00:00,"166,29391",Acciones,Pesos,Renta Variable,Audaz,Largo plazo,t+1
2026-06-23 00:00:00,"235,65807",Ahorro corto plazo,Pesos,Renta Fija Pesos,Conservador,Corto plazo,t+1
2026-06-23 00:00:00,"71,32265",Balanz Capital Pymes,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-23 00:00:00,"1,36424",Balanz Crecimiento,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-23 00:00:00,"1,40036",Balanz Crédito Privado,Pesos,Renta Fija Pesos,Moderado,Corto plazo,t+1
2026-06-23 00:00:00,"2,36291",Balanz Desarrollo FCI,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-23 00:00:00,"1,16721",Balanz Estrategia II USD,Dólar,Dedicados,Moderado,Mediano plazo,t+1
2026-06-23 00:00:00,"1,05309",Balanz Estrategia IV USD,Dólar,Dedicados,Conservador,Corto plazo,t+1
2026-06-23 00:00:00,"165,41456",Balanz Excalibur Regisseur,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-23 00:00:00,"20,48284",Balanz Infraestructura FCI,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-23 00:00:00,"2,16792",Balanz Long Pesos,Pesos,Renta Fija Pesos,Audaz,Largo plazo,t+1
2026-06-23 00:00:00,"1,02511",Balanz Money Market USD,Dólar,Money Market,Conservador,Corto plazo,t+0
2026-06-23 00:00:00,"14,19806",Balanz Performance I,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-23 00:00:00,"5,62114",Balanz Performance V,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-23 00:00:00,"1,00354",Balanz Performance XII,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-23 00:00:00,"1,54039",Balanz Performance XIII,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-23 00:00:00,"1,01128",Balanz Renta Fija Global,Dólar,Renta Fija Pesos,Conservador,Mediano plazo,t+2
2026-06-23 00:00:00,"54,01419",Balanz Rta Fija Estrategica,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-23 00:00:00,"1,41485",Corporativo,Dólar,Renta Fija USD,Moderado,Mediano plazo,t+1
2026-06-23 00:00:00,"1,16097",Dolar Corto Plazo,Dólar,Renta Fija USD,Conservador,Corto plazo,t+1
2026-06-23 00:00:00,"234,51012",Dolar Linked,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-23 00:00:00,"17,45920",Equity Selection,Pesos,Renta Variable,Audaz,Largo plazo,t+1
2026-06-23 00:00:00,"1,07229",Estrategia V,Dólar,Dedicados,Moderado,Mediano plazo,t+1
2026-06-23 00:00:00,"0,99792",Estrategia VI,Dólar,Dedicados,Moderado,Mediano plazo,t+1
2026-06-23 00:00:00,"1,07615",GLOBAL,Dólar,Renta Variable,Audaz,Largo plazo,t+2
2026-06-23 00:00:00,"117,51134",Inflation linked,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-23 00:00:00,"1,06657",Latam,Dólar,Renta Fija USD,Moderado,Mediano plazo,t+1
2026-06-23 00:00:00,"1,19374",Latam (SIN Arg),Dólar,Renta Fija USD,Moderado,Mediano plazo,t+2
2026-06-23 00:00:00,"2,02993",Lecaps,Pesos,Renta Fija Pesos,Conservador,Corto plazo,t+0
2026-06-23 00:00:00,"1,04514",Mercado libre FCICC,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-23 00:00:00,"12,52377",Money Market,Pesos,Money Market,Conservador,Corto plazo,t+0
2026-06-23 00:00:00,"9,68741",ONs,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-23 00:00:00,"40,60764",Opportunity,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-23 00:00:00,"733,42293",Renta Mixta,Pesos,Renta Mixta,Audaz,Largo plazo,t+1
2026-06-23 00:00:00,"1,50090",Soberano,Dólar,Renta Fija USD,Audaz,Largo plazo,t+1
2026-06-23 00:00:00,"1,68323",Soja,Pesos,Renta Variable,Audaz,Largo plazo,t+1
2026-06-22 00:00:00,"167,98307",Acciones,Pesos,Renta Variable,Audaz,Largo plazo,t+1
2026-06-22 00:00:00,"235,68760",Ahorro corto plazo,Pesos,Renta Fija Pesos,Conservador,Corto plazo,t+1
2026-06-22 00:00:00,"71,33491",Balanz Capital Pymes,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-22 00:00:00,"1,34149",Balanz Crecimiento,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-22 00:00:00,"1,39963",Balanz Crédito Privado,Pesos,Renta Fija Pesos,Moderado,Corto plazo,t+1
2026-06-22 00:00:00,"2,32129",Balanz Desarrollo FCI,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-22 00:00:00,"1,16750",Balanz Estrategia II USD,Dólar,Dedicados,Moderado,Mediano plazo,t+1
2026-06-22 00:00:00,"1,05301",Balanz Estrategia IV USD,Dólar,Dedicados,Conservador,Corto plazo,t+1
2026-06-22 00:00:00,"165,85208",Balanz Excalibur Regisseur,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-22 00:00:00,"20,31126",Balanz Infraestructura FCI,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-22 00:00:00,"2,21405",Balanz Long Pesos,Pesos,Renta Fija Pesos,Audaz,Largo plazo,t+1
2026-06-22 00:00:00,"1,02508",Balanz Money Market USD,Dólar,Money Market,Conservador,Corto plazo,t+0
2026-06-22 00:00:00,"14,18861",Balanz Performance I,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-22 00:00:00,"1,00252",Balanz Performance XII,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-22 00:00:00,"1,54025",Balanz Performance XIII,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-22 00:00:00,"1,01234",Balanz Renta Fija Global,Dólar,Renta Fija Pesos,Conservador,Mediano plazo,t+2
2026-06-22 00:00:00,"53,96515",Balanz Rta Fija Estrategica,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-22 00:00:00,"1,41449",Corporativo,Dólar,Renta Fija USD,Moderado,Mediano plazo,t+1
2026-06-22 00:00:00,"1,16045",Dolar Corto Plazo,Dólar,Renta Fija USD,Conservador,Corto plazo,t+1
2026-06-22 00:00:00,"232,47811",Dolar Linked,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-22 00:00:00,"17,67057",Equity Selection,Pesos,Renta Variable,Audaz,Largo plazo,t+1
2026-06-22 00:00:00,"1,07035",Estrategia V,Dólar,Dedicados,Moderado,Mediano plazo,t+1
2026-06-22 00:00:00,"0,99880",Estrategia VI,Dólar,Dedicados,Moderado,Mediano plazo,t+1
2026-06-22 00:00:00,"1,09113",GLOBAL,Dólar,Renta Variable,Audaz,Largo plazo,t+2
2026-06-22 00:00:00,"117,77565",Inflation linked,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-22 00:00:00,"1,06701",Latam,Dólar,Renta Fija USD,Moderado,Mediano plazo,t+1
2026-06-22 00:00:00,"1,19396",Latam (SIN Arg),Dólar,Renta Fija USD,Moderado,Mediano plazo,t+2
2026-06-22 00:00:00,"2,02986",Lecaps,Pesos,Renta Fija Pesos,Conservador,Corto plazo,t+0
2026-06-22 00:00:00,"1,04440",Mercado libre FCICC,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-22 00:00:00,"12,51763",Money Market,Pesos,Money Market,Conservador,Corto plazo,t+0
2026-06-22 00:00:00,"9,66687",ONs,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-22 00:00:00,"40,53001",Opportunity,Pesos,Renta Fija Pesos,Moderado,Mediano plazo,t+1
2026-06-22 00:00:00,"731,82138",Renta Mixta,Pesos,Renta Mixta,Audaz,Largo plazo,t+1
2026-06-22 00:00:00,"1,50437",Soberano,Dólar,Renta Fija USD,Audaz,Largo plazo,t+1
2026-06-22 00:00:00,"1,66432",Soja,Pesos,Renta Variable,Audaz,Largo plazo,t+1
2026-06-19 00:00:00,"168,72468",Acciones,Pesos,Renta Variable,Audaz,Largo plazo,t+1
2026-06-19 00:00:00,"235,65206",Ahorro corto plazo,Pesos,Renta Fija Pesos,Conservador,Corto plazo,t+1
2026-06-19 00:00:00,"71,25564",Balanz Capital Pymes,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-19 00:00:00,"1,34250",Balanz Crecimiento,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-19 00:00:00,"1,39735",Balanz Crédito Privado,Pesos,Renta Fija Pesos,Moderado,Corto plazo,t+1
2026-06-19 00:00:00,"2,32492",Balanz Desarrollo FCI,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
2026-06-19 00:00:00,"1,16741",Balanz Estrategia II USD,Dólar,Dedicados,Moderado,Mediano plazo,t+1
2026-06-19 00:00:00,"1,05349",Balanz Estrategia IV USD,Dólar,Dedicados,Conservador,Corto plazo,t+1
2026-06-19 00:00:00,"165,68727",Balanz Excalibur Regisseur,Pesos,Dedicados,Moderado,Mediano plazo,t+1
2026-06-19 00:00:00,"20,38222",Balanz Infraestructura FCI,Pesos,Objeto Específico,Moderado,Mediano plazo,t+1
